Latitude,Longitude,Predicted_Resistance
8.0,68.0,6.415
8.0,68.59183673469387,6.415
8.0,69.18367346938776,6.415
8.0,69.77551020408163,6.415
8.0,70.36734693877551,6.415
8.0,70.95918367346938,6.415
8.0,71.55102040816327,6.415
8.0,72.14285714285714,6.415
8.0,72.73469387755102,6.415
8.0,73.3265306122449,6.415
8.0,73.91836734693878,10.61
8.0,74.51020408163265,11.5
8.0,75.10204081632654,12.645
8.0,75.6938775510204,13.03
8.0,76.28571428571428,13.64
8.0,76.87755102040816,13.575
8.0,77.46938775510205,14.655
8.0,78.06122448979592,13.71
8.0,78.65306122448979,13.37
8.0,79.24489795918367,14.77
8.0,79.83673469387755,8.105
8.0,80.42857142857143,15.425
8.0,81.0204081632653,17.725
8.0,81.61224489795919,17.725
8.0,82.20408163265306,17.725
8.0,82.79591836734694,17.725
8.0,83.38775510204081,17.725
8.0,83.9795918367347,17.57
8.0,84.57142857142857,15.39
8.0,85.16326530612244,11.025
8.0,85.75510204081633,11.025
8.0,86.34693877551021,11.025
8.0,86.93877551020408,11.025
8.0,87.53061224489795,11.025
8.0,88.12244897959184,10.84
8.0,88.71428571428572,10.84
8.0,89.3061224489796,10.84
8.0,89.89795918367346,10.84
8.0,90.48979591836735,10.84
8.0,91.08163265306122,10.84
8.0,91.6734693877551,11.295
8.0,92.26530612244898,11.295
8.0,92.85714285714286,11.295
8.0,93.44897959183673,11.295
8.0,94.0408163265306,11.295
8.0,94.63265306122449,11.295
8.0,95.22448979591837,11.295
8.0,95.81632653061224,11.295
8.0,96.40816326530611,11.295
8.0,97.0,11.295
8.591836734693878,68.0,6.415
8.591836734693878,68.59183673469387,6.415
8.591836734693878,69.18367346938776,6.415
8.591836734693878,69.77551020408163,6.415
8.591836734693878,70.36734693877551,6.415
8.591836734693878,70.95918367346938,6.415
8.591836734693878,71.55102040816327,6.415
8.591836734693878,72.14285714285714,6.415
8.591836734693878,72.73469387755102,6.415
8.591836734693878,73.3265306122449,6.415
8.591836734693878,73.91836734693878,10.61
8.591836734693878,74.51020408163265,11.5
8.591836734693878,75.10204081632654,12.645
8.591836734693878,75.6938775510204,13.03
8.591836734693878,76.28571428571428,13.64
8.591836734693878,76.87755102040816,13.575
8.591836734693878,77.46938775510205,14.655
8.591836734693878,78.06122448979592,13.71
8.591836734693878,78.65306122448979,13.37
8.591836734693878,79.24489795918367,14.77
8.591836734693878,79.83673469387755,8.105
8.591836734693878,80.42857142857143,15.425
8.591836734693878,81.0204081632653,17.725
8.591836734693878,81.61224489795919,17.725
8.591836734693878,82.20408163265306,17.725
8.591836734693878,82.79591836734694,17.725
8.591836734693878,83.38775510204081,17.725
8.591836734693878,83.9795918367347,17.57
8.591836734693878,84.57142857142857,15.39
8.591836734693878,85.16326530612244,11.025
8.591836734693878,85.75510204081633,11.025
8.591836734693878,86.34693877551021,11.025
8.591836734693878,86.93877551020408,11.025
8.591836734693878,87.53061224489795,11.025
8.591836734693878,88.12244897959184,10.84
8.591836734693878,88.71428571428572,10.84
8.591836734693878,89.3061224489796,10.84
8.591836734693878,89.89795918367346,10.84
8.591836734693878,90.48979591836735,10.84
8.591836734693878,91.08163265306122,10.84
8.591836734693878,91.6734693877551,11.295
8.591836734693878,92.26530612244898,11.295
8.591836734693878,92.85714285714286,11.295
8.591836734693878,93.44897959183673,11.295
8.591836734693878,94.0408163265306,11.295
8.591836734693878,94.63265306122449,11.295
8.591836734693878,95.22448979591837,11.295
8.591836734693878,95.81632653061224,11.295
8.591836734693878,96.40816326530611,11.295
8.591836734693878,97.0,11.295
9.183673469387756,68.0,6.415
9.183673469387756,68.59183673469387,6.415
9.183673469387756,69.18367346938776,6.415
9.183673469387756,69.77551020408163,6.415
9.183673469387756,70.36734693877551,6.415
9.183673469387756,70.95918367346938,6.415
9.183673469387756,71.55102040816327,6.415
9.183673469387756,72.14285714285714,6.415
9.183673469387756,72.73469387755102,6.415
9.183673469387756,73.3265306122449,6.415
9.183673469387756,73.91836734693878,10.61
9.183673469387756,74.51020408163265,11.5
9.183673469387756,75.10204081632654,12.645
9.183673469387756,75.6938775510204,13.03
9.183673469387756,76.28571428571428,13.64
9.183673469387756,76.87755102040816,13.575
9.183673469387756,77.46938775510205,14.655
9.183673469387756,78.06122448979592,13.71
9.183673469387756,78.65306122448979,13.37
9.183673469387756,79.24489795918367,14.77
9.183673469387756,79.83673469387755,8.105
9.183673469387756,80.42857142857143,15.425
9.183673469387756,81.0204081632653,17.725
9.183673469387756,81.61224489795919,17.725
9.183673469387756,82.20408163265306,17.725
9.183673469387756,82.79591836734694,17.725
9.183673469387756,83.38775510204081,17.725
9.183673469387756,83.9795918367347,17.57
9.183673469387756,84.57142857142857,15.39
9.183673469387756,85.16326530612244,11.025
9.183673469387756,85.75510204081633,11.025
9.183673469387756,86.34693877551021,11.025
9.183673469387756,86.93877551020408,11.025
9.183673469387756,87.53061224489795,11.025
9.183673469387756,88.12244897959184,10.84
9.183673469387756,88.71428571428572,10.84
9.183673469387756,89.3061224489796,10.84
9.183673469387756,89.89795918367346,10.84
9.183673469387756,90.48979591836735,10.84
9.183673469387756,91.08163265306122,10.84
9.183673469387756,91.6734693877551,11.295
9.183673469387756,92.26530612244898,11.295
9.183673469387756,92.85714285714286,11.295
9.183673469387756,93.44897959183673,11.295
9.183673469387756,94.0408163265306,11.295
9.183673469387756,94.63265306122449,11.295
9.183673469387756,95.22448979591837,11.295
9.183673469387756,95.81632653061224,11.295
9.183673469387756,96.40816326530611,11.295
9.183673469387756,97.0,11.295
9.775510204081632,68.0,6.415
9.775510204081632,68.59183673469387,6.415
9.775510204081632,69.18367346938776,6.415
9.775510204081632,69.77551020408163,6.415
9.775510204081632,70.36734693877551,6.415
9.775510204081632,70.95918367346938,6.415
9.775510204081632,71.55102040816327,6.415
9.775510204081632,72.14285714285714,6.415
9.775510204081632,72.73469387755102,6.415
9.775510204081632,73.3265306122449,6.415
9.775510204081632,73.91836734693878,10.61
9.775510204081632,74.51020408163265,11.5
9.775510204081632,75.10204081632654,12.645
9.775510204081632,75.6938775510204,13.03
9.775510204081632,76.28571428571428,13.64
9.775510204081632,76.87755102040816,13.575
9.775510204081632,77.46938775510205,14.655
9.775510204081632,78.06122448979592,13.71
9.775510204081632,78.65306122448979,13.37
9.775510204081632,79.24489795918367,14.77
9.775510204081632,79.83673469387755,8.105
9.775510204081632,80.42857142857143,15.425
9.775510204081632,81.0204081632653,17.725
9.775510204081632,81.61224489795919,17.725
9.775510204081632,82.20408163265306,17.725
9.775510204081632,82.79591836734694,17.725
9.775510204081632,83.38775510204081,17.725
9.775510204081632,83.9795918367347,17.57
9.775510204081632,84.57142857142857,15.39
9.775510204081632,85.16326530612244,11.025
9.775510204081632,85.75510204081633,11.025
9.775510204081632,86.34693877551021,11.025
9.775510204081632,86.93877551020408,11.025
9.775510204081632,87.53061224489795,11.025
9.775510204081632,88.12244897959184,10.84
9.775510204081632,88.71428571428572,10.84
9.775510204081632,89.3061224489796,10.84
9.775510204081632,89.89795918367346,10.84
9.775510204081632,90.48979591836735,10.84
9.775510204081632,91.08163265306122,10.84
9.775510204081632,91.6734693877551,11.295
9.775510204081632,92.26530612244898,11.295
9.775510204081632,92.85714285714286,11.295
9.775510204081632,93.44897959183673,11.295
9.775510204081632,94.0408163265306,11.295
9.775510204081632,94.63265306122449,11.295
9.775510204081632,95.22448979591837,11.295
9.775510204081632,95.81632653061224,11.295
9.775510204081632,96.40816326530611,11.295
9.775510204081632,97.0,11.295
10.36734693877551,68.0,6.415
10.36734693877551,68.59183673469387,6.415
10.36734693877551,69.18367346938776,6.415
10.36734693877551,69.77551020408163,6.415
10.36734693877551,70.36734693877551,6.415
10.36734693877551,70.95918367346938,6.415
10.36734693877551,71.55102040816327,6.415
10.36734693877551,72.14285714285714,6.415
10.36734693877551,72.73469387755102,6.415
10.36734693877551,73.3265306122449,6.415
10.36734693877551,73.91836734693878,10.61
10.36734693877551,74.51020408163265,11.5
10.36734693877551,75.10204081632654,12.645
10.36734693877551,75.6938775510204,13.03
10.36734693877551,76.28571428571428,13.64
10.36734693877551,76.87755102040816,13.575
10.36734693877551,77.46938775510205,14.655
10.36734693877551,78.06122448979592,13.71
10.36734693877551,78.65306122448979,13.37
10.36734693877551,79.24489795918367,14.77
10.36734693877551,79.83673469387755,8.105
10.36734693877551,80.42857142857143,15.425
10.36734693877551,81.0204081632653,17.725
10.36734693877551,81.61224489795919,17.725
10.36734693877551,82.20408163265306,17.725
10.36734693877551,82.79591836734694,17.725
10.36734693877551,83.38775510204081,17.725
10.36734693877551,83.9795918367347,17.57
10.36734693877551,84.57142857142857,15.39
10.36734693877551,85.16326530612244,11.025
10.36734693877551,85.75510204081633,11.025
10.36734693877551,86.34693877551021,11.025
10.36734693877551,86.93877551020408,11.025
10.36734693877551,87.53061224489795,11.025
10.36734693877551,88.12244897959184,10.84
10.36734693877551,88.71428571428572,10.84
10.36734693877551,89.3061224489796,10.84
10.36734693877551,89.89795918367346,10.84
10.36734693877551,90.48979591836735,10.84
10.36734693877551,91.08163265306122,10.84
10.36734693877551,91.6734693877551,11.295
10.36734693877551,92.26530612244898,11.295
10.36734693877551,92.85714285714286,11.295
10.36734693877551,93.44897959183673,11.295
10.36734693877551,94.0408163265306,11.295
10.36734693877551,94.63265306122449,11.295
10.36734693877551,95.22448979591837,11.295
10.36734693877551,95.81632653061224,11.295
10.36734693877551,96.40816326530611,11.295
10.36734693877551,97.0,11.295
10.959183673469388,68.0,6.415
10.959183673469388,68.59183673469387,6.415
10.959183673469388,69.18367346938776,6.415
10.959183673469388,69.77551020408163,6.415
10.959183673469388,70.36734693877551,6.415
10.959183673469388,70.95918367346938,6.415
10.959183673469388,71.55102040816327,6.415
10.959183673469388,72.14285714285714,6.415
10.959183673469388,72.73469387755102,6.415
10.959183673469388,73.3265306122449,6.415
10.959183673469388,73.91836734693878,10.61
10.959183673469388,74.51020408163265,11.5
10.959183673469388,75.10204081632654,12.645
10.959183673469388,75.6938775510204,13.03
10.959183673469388,76.28571428571428,13.64
10.959183673469388,76.87755102040816,13.575
10.959183673469388,77.46938775510205,14.655
10.959183673469388,78.06122448979592,13.71
10.959183673469388,78.65306122448979,13.37
10.959183673469388,79.24489795918367,14.77
10.959183673469388,79.83673469387755,8.105
10.959183673469388,80.42857142857143,15.425
10.959183673469388,81.0204081632653,17.725
10.959183673469388,81.61224489795919,17.725
10.959183673469388,82.20408163265306,17.725
10.959183673469388,82.79591836734694,17.725
10.959183673469388,83.38775510204081,17.725
10.959183673469388,83.9795918367347,17.57
10.959183673469388,84.57142857142857,15.39
10.959183673469388,85.16326530612244,11.025
10.959183673469388,85.75510204081633,11.025
10.959183673469388,86.34693877551021,11.025
10.959183673469388,86.93877551020408,11.025
10.959183673469388,87.53061224489795,11.025
10.959183673469388,88.12244897959184,10.84
10.959183673469388,88.71428571428572,10.84
10.959183673469388,89.3061224489796,10.84
10.959183673469388,89.89795918367346,10.84
10.959183673469388,90.48979591836735,10.84
10.959183673469388,91.08163265306122,10.84
10.959183673469388,91.6734693877551,11.295
10.959183673469388,92.26530612244898,11.295
10.959183673469388,92.85714285714286,11.295
10.959183673469388,93.44897959183673,11.295
10.959183673469388,94.0408163265306,11.295
10.959183673469388,94.63265306122449,11.295
